Time,RPM
517.729,9454
517.749,9493
517.768,9048
517.788,8713
517.808,8542
517.828,8450
517.848,8273
517.868,8352
517.888,8558
517.908,8611
517.928,8515
517.948,8498
517.966,8465
517.986,8485
518.006,8335
518.026,8203
518.046,8114
518.068,8210
518.088,8296
518.108,8275
518.128,8216
518.148,8116
518.163,8139
518.183,8256
518.203,8419
518.223,8450
518.243,8529
518.269,8613
518.289,8610
518.309,8592
518.329,8561
518.349,8599
518.367,8744
518.387,8738
518.407,8717
518.427,8662
518.447,8638
518.464,8575
518.484,8543
518.504,8445
518.524,8392
518.544,8352
518.563,8300
518.583,8293
518.603,8284
518.623,8206
518.643,8165
518.666,8144
518.686,8118
518.706,8099
518.726,8066
518.746,8077
518.762,8043
518.782,8014
518.802,7964
518.822,7945
518.842,7897
518.868,7787
518.888,7803
518.908,7741
518.928,7721
518.948,7659
518.962,7559
518.982,7513
519.002,7456
519.022,7469
519.042,7619
519.066,7505
519.086,7605
519.106,7778
519.126,7599
519.146,7664
519.168,7669
519.188,7835
519.208,7602
519.228,7418
519.248,7676
519.262,7536
519.282,7595
519.302,7648
519.322,7642
519.342,7604
519.364,7605
519.384,7506
519.404,7640
519.424,7522
519.444,7517
519.468,7580
519.488,7613
519.508,7566
519.528,7549
519.548,7384
519.564,7357
519.584,7465
519.604,7643
519.624,7750
519.644,7679
519.666,7662
519.686,7684
519.706,7555
519.726,7431
519.746,7462
519.769,7633
519.789,7856
519.809,7947
519.829,7895
519.849,7767
519.869,7637
519.889,7524
519.909,7564
519.929,7685
519.949,7856
519.963,7966
519.983,7941
520.003,7970
520.023,8100
520.043,8182
520.067,8054
520.087,7962
520.107,7973
520.127,7963
520.147,7996
520.165,8013
520.185,8095
520.205,8125
520.225,8135
520.245,8120
520.268,8153
520.288,8173
520.308,8136
520.328,8105
520.348,8135
520.364,8182
520.384,8161
520.404,8184
520.424,8257
520.444,8339
520.466,8329
520.486,8316
520.506,8316
520.526,8323
520.546,8346
520.566,8386
520.586,8456
520.606,8468
520.626,8498
520.646,8581
520.665,8704
520.685,8692
520.705,8598
520.725,8523
520.745,8518
520.763,8531
520.783,8553
520.803,8507
520.823,8519
520.843,8639
520.868,8695
520.888,8704
520.908,8646
520.928,8531
520.948,8468
520.966,8492
520.986,8507
521.006,8678
521.026,8764
521.046,8764
521.069,8754
521.089,8774
521.109,8774
521.129,8793
521.149,8832
521.164,8885
521.184,8914
521.204,9027
521.224,9068
521.244,9077
521.264,9069
521.284,9083
521.304,9021
521.324,9031
521.344,9018
521.364,9039
521.384,9062
521.404,9185
521.424,9297
521.444,9373
521.468,9297
521.488,9256
521.508,9282
521.528,9389
521.548,9492
521.563,9551
521.583,9459
521.603,9349
521.623,9265
521.643,8850
521.669,8466
521.689,8170
521.709,7778
521.729,7710
521.749,7988
521.767,8223
521.787,8276
521.807,8274
521.827,8271
521.847,8180
521.869,8012
521.889,7890
521.909,7924
521.929,7961
521.949,8013
521.967,8090
521.987,8044
522.007,8002
522.027,8074
522.047,8032
522.064,8007
522.084,7927
522.104,7908
522.124,7880
522.144,7750
522.164,7687
522.184,7644
522.204,7606
522.224,7535
522.244,7413
522.268,7339
522.288,7333
522.308,7351
522.328,7395
522.348,7407
522.365,7395
522.385,7439
522.405,7373
522.425,7212
522.445,7163
522.464,7183
522.484,7154
522.504,7190
522.524,7347
522.544,7229
522.563,7415
522.583,7427
522.603,7497
522.623,7562
522.643,7545
522.667,7477
522.687,7425
522.707,7480
522.727,7562
522.747,7511
522.764,7459
522.784,7364
522.804,7274
522.824,7350
522.844,7495
522.869,7624
522.889,7688
522.909,7663
522.929,7571
522.949,7561
522.963,7676
522.983,7703
523.003,7745
523.023,7824
523.043,7904
523.063,7884
523.083,7882
523.103,7896
523.123,7926
523.143,7976
523.169,7962
523.189,7957
523.209,8000
523.229,8119
523.249,8180
523.265,8243
523.285,8405
523.305,8532
523.325,8283
523.345,8125
523.366,8052
523.386,8082
523.406,8227
523.426,8311
523.446,8225
523.469,8137
523.489,8224
523.509,8342
523.529,8339
523.549,8203
523.563,8175
523.583,8203
523.603,8338
523.623,8412
523.643,8421
523.664,8418
523.684,8358
523.704,8332
523.724,8377
523.744,8455
523.764,8517
523.784,8551
523.804,8531
523.824,8546
523.844,8591
523.868,8843
523.888,9250
523.908,9308
523.928,8948
523.948,8904
523.968,8838
523.988,8832
524.008,8875
524.028,9082
524.048,9314
524.067,9253
524.087,9078
524.107,9103
524.127,9131
524.147,9170
524.165,9261
524.185,9263
524.205,9186
524.225,9203
524.245,9163
524.263,9170
524.283,9337
524.303,9616
524.323,9804
524.343,9647
524.364,9342
524.384,9329
524.404,9357
524.424,9387
524.444,9418
524.466,9465
524.486,9562
524.506,9657
524.526,9713
524.546,9797
524.565,9969
524.585,9977
524.605,9854
524.625,9820
524.645,9877
524.668,9869
524.688,9887
524.708,10020
524.728,10190
524.748,10288
524.769,10166
524.789,10132
524.809,10204
524.829,10317
524.849,10387
524.868,10449
524.888,10547
524.908,10558
524.928,10570
524.948,10627
524.964,10637
524.984,10656
525.004,10723
525.024,10837
525.044,10886
525.064,10960
525.084,11039
525.104,11090
525.124,11115
525.144,11084
525.167,11010
525.187,11041
525.207,11147
525.227,11263
525.247,11220
525.269,11123
525.289,11071
525.309,11000
525.329,11028
525.349,11071
525.367,11041
525.387,11067
525.407,11063
525.427,11060
525.447,11035
525.465,11033
525.485,11001
525.505,10953
525.525,11004
525.545,11073
525.568,11037
525.588,10934
525.608,10879
525.628,10878
525.648,10972
525.667,11075
525.687,11002
525.707,10922
525.727,10910
525.747,10979
525.766,10955
525.786,10924
525.806,11076
525.826,11056
525.846,10970
525.869,10927
525.889,10959
525.909,10933
525.929,10810
525.949,10771
525.969,10861
525.989,10986
526.009,11207
526.029,11379
526.049,11284
526.065,11076
526.085,11041
526.105,10945
526.125,10892
526.145,10912
526.169,11093
526.189,11190
526.209,11148
526.229,11164
526.249,11554
526.269,11886
526.289,11993
526.309,11739
526.329,11301
526.349,11206
526.369,11101
526.389,11085
526.409,11199
526.429,11484
526.449,11636
526.469,11514
526.489,11421
526.509,11400
526.529,11323
526.549,11250
526.564,11177
526.584,11146
526.604,11146
526.624,11317
526.644,11606
526.665,11651
526.685,11498
526.705,11328
526.725,11318
526.745,11390
526.765,11482
526.785,11477
526.805,11538
526.825,11489
526.845,11474
526.869,11518
526.889,11464
526.909,11405
526.929,11145
526.949,10879
526.967,10473
526.987,9699
527.007,9059
527.027,8503
527.047,8184
527.064,7798
527.084,7536
527.104,7332
527.124,7150
527.144,7086
527.163,7222
527.183,7404
527.203,7751
527.223,8403
527.243,8888
527.264,8790
527.284,8738
527.304,8924
527.324,9155
527.344,9171
527.365,8791
527.385,8302
527.405,8058
527.425,8146
527.445,8408
527.466,8571
527.486,8647
527.506,8706
527.526,8852
527.546,8908
527.569,8851
527.589,8728
527.609,8672
527.629,8551
527.649,8525
527.666,8533
527.686,8467
527.706,8378
527.726,8289
527.746,8190
527.768,8113
527.788,8066
527.808,7979
527.828,7942
527.848,7928
527.865,7957
527.885,7876
527.905,7880
527.925,7870
527.945,7872
527.964,7900
527.984,7835
528.004,7840
528.024,7794
528.044,7800
528.064,7777
528.084,7790
528.104,7699
528.124,7618
528.144,7567
528.166,7580
528.186,7626
528.206,7650
528.226,7619
528.246,7576
528.269,7563
528.289,7705
528.309,7634
528.329,7478
528.349,7476
528.364,7448
528.384,7656
528.404,7360
528.424,7646
528.444,7759
528.466,7753
528.486,7707
528.506,7601
528.526,7596
528.546,7639
528.568,7757
528.588,7845
528.608,7962
528.628,7993
528.648,7932
528.667,7841
528.687,7873
528.707,7980
528.727,8082
528.747,8089
528.764,8012
528.784,7966
528.804,7974
528.824,8061
528.844,8037
528.869,8019
528.889,8046
528.909,8152
528.929,8233
528.949,8232
528.964,8256
528.984,8259
529.004,8211
529.024,8107
529.044,8016
529.068,7914
529.088,7946
529.108,8113
529.128,8529
529.148,8805
